auth_false,net_traffic,net_traffic_auth,net_users,auth_store,train,route,routes_route,ip_count,auth_count,service_availability,vpn_ip,id,depart,arrive,train_name,p_count,count,real_route,route_arrival,station_of_departure,station_of_arrival,equipment,cron,availability,route_current,code,type,films_count,films_available,get_carriage,cont_users,actual_carriage,scan_carriage,rdl_api_version,comment_c,service_status_auth,service_status_nginx,service_status_dhcpd,service_status_ipcad,service_status_squid,source_car,auth_version,daemon_version,content_music,content_books,content_audio_book,content_films,content_press,http_codes_200,http_codes_404,http_codes_404_percent,core_version,docker_status,dockers_errors,dockers_errors_status,temp,temp_second
,,,,,084-16265,059С,059С,,,,,635160,2021-12-25T18:50:00,2021-12-29T10:32:00,,,1,,,КИСЛОВОДСК,НОВОКУЗНЕЦК,"Incarnet ",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,081-16048,353Е,353Е,,,,,635263,2021-12-25T19:01:00,2021-12-28T14:14:00,,,1,,,"ПЕРМЬ II",АДЛЕР,"Incarnet 558",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,083-16366,059Н,059Н,,,,,635161,2021-12-25T19:03:00,2021-12-29T12:27:00,,,1,,,НОВОКУЗНЕЦК,КИСЛОВОДСК,"Incarnet 725",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,084-12512,118Н,118Н,,,,,635191,2021-12-25T19:20:00,2021-12-28T03:37:00,,,1,,,МОСКВА-П-КАЗ,НОВОКУЗНЕЦК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,024-17160,378Й,378Й,,,,,635276,2021-12-25T20:03:00,2021-12-28T03:36:00,,,1,,,КАЗАНЬ,"НОВ УРЕНГОЙ",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,028-17237,077Я,077Я,,,,,635306,2021-12-25T20:27:00,2021-12-27T18:45:00,,,1,,,ВОРКУТА,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)","Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,001-16020,360С,360С,,,,,635296,2021-12-25T20:39:00,2021-12-28T09:08:00,,,1,,,АДЛЕР,КАЛИНИНГ-ПАС,"Incarnet 624",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,063-14967,332Й,332Й,,,,,635339,2021-12-25T21:21:00,2021-12-27T23:23:00,,,1,,,УФА,"НОВ УРЕНГОЙ",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
4,1447616858,190182182,124,47,022-16430,042В,042В,81,48,0,192.168.219.124,635281,2021-12-25T21:50:00,2021-12-27T14:35:00,022-16430,1664,392,002Щ,"2020-03-21T00:07:00 1664
",МОСКВА-П-ЯР,ВОРКУТА,"Incarnet 000",1,2021-12-28T13:28:44,042В,1,SPECIAL,0,,0,5,9,0,2.4.1,3,1,1,1,1,1,set,1.4.9,1.4.10,0,0,0,0,0,163,1,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
4,9525451932,9474932272,54,25,076-16063,445С,445С,26,25,0,192.168.216.139,635335,2021-12-25T22:01:00,2021-12-28T10:22:00,076-16063,1664,2397,445С,"2021-12-26T10:22:00 860
2021-12-28T10:22:00 804
",КИСЛОВОДСК,ЕКАТЕРИН-ПАС,"Incarnet 566",1,2021-12-28T07:40:46,445С,1,SPECIAL,0,,0,10,12,2,2.4.1,2,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,0,0,0,5.15.11-1.el7.elrepo.x86_64,,,,,
,,,,,088-16027,078Е,078Е,,,,,635516,2021-12-25T22:25:00,2021-12-28T03:10:00,,,1,,,"ПЕРМЬ II",АБАКАН,"Incarnet 586",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,088-16209,068Ы,068Ы,,,,,635166,2021-12-25T23:05:00,2021-12-29T01:35:00,,,1,,,МОСКВА-П-ЯР,АБАКАН,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,017-16034,062Щ,062Щ,,,,,635536,2021-12-25T23:45:00,2022-01-01T00:07:00,,,1,,,МОСКВА-П-ЯР,ВЛАДИВОСТОК,"Incarnet 696",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
43,42537953112,13501923966,403,208,096-17309,002Э,002Э,111,236,0,192.168.219.95,635622,2021-12-26T00:35:00,2022-01-01T23:03:00,096-17309,14391,1613,002Э,"2021-12-26T23:03:00 1446
2021-12-27T23:03:00 1610
2021-12-28T23:03:00 1761
2021-12-29T23:03:00 2471
2021-12-30T23:03:00 2323
2021-12-31T23:03:00 2539
2022-01-01T23:03:00 2241
",МОСКВА-П-ЯР,ВЛАДИВОСТОК,"Incarnet 2074",1,2021-12-28T13:45:00,002Э,1,SPECIAL,0,,0,91,18,0,2.4.1,2,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,3547,45,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,063-14330,352Й,352Й,,,,,636073,2021-12-26T01:10:00,2021-12-27T15:58:00,,,1,,,УФА,ПРИОБЬЕ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,092-16649,298Н,298Н,,,,,636171,2021-12-26T01:11:00,2021-12-28T18:06:00,,,1,,,НОВОСИБ-ГЛАВ,ТЫНДА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,063-16103,331Й,331Й,,,,,635911,2021-12-26T01:23:00,2021-12-28T04:20:00,,,1,,,"НОВ УРЕНГОЙ",УФА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,076С,076С,,,,,635766,2021-12-26T02:10:00,2021-12-29T04:25:00,,,1,,,СИМФЕРОПОЛЬ,ОМСК-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,990Ч,990Ч,,,,,635988,2021-12-26T02:55:00,2022-01-04T02:38:00,,,1,,,МОСКВА-П-КАЗ,ВЛАДИВОСТОК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4247800475,2694688625,130,36,076-16188,085Е,085Е,47,36,0,192.168.218.237,635702,2021-12-26T04:45:00,2021-12-28T09:40:00,076-16188,1333,1999,085Е,"2021-12-26T09:40:00 648
2021-12-28T09:40:00 685
","НИЖНЕВАРТ I",МОСКВА-П-КАЗ,"Incarnet 517",1,2021-12-28T13:44:59,085Е,1,SPECIAL,0,,0,0,15,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,83,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,052-17245,114С,114С,,,,,635747,2021-12-26T05:26:00,2021-12-28T11:40:00,,,1,,,АДЛЕР,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,024-12443,377Г,377Г,,,,,635847,2021-12-26T05:36:00,2021-12-28T11:36:00,,,1,,,"НОВ УРЕНГОЙ",КАЗАНЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-15694,251С,251С,,,,,635904,2021-12-26T06:58:00,2021-12-28T05:01:00,,,1,,,ВЛАДИКАВКАЗ,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,096-14256,297Ж,297Ж,,,,,636172,2021-12-26T07:12:00,2021-12-29T04:34:00,,,1,,,ТЫНДА,НОВОСИБ-ГЛАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,085-16783,075Н,075Н,,,,,635767,2021-12-26T07:51:00,2021-12-29T15:00:00,,,1,,,ОМСК-ПАС,СИМФЕРОПОЛЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,028-16254,244Я,244Я,,,,,636176,2021-12-26T08:00:00,2021-12-27T18:00:00,,,1,,,ЯРОСЛАВЛЬ-ГЛ,МУРМАНСК,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,092-16037,081И,081И,,,,,635731,2021-12-26T09:06:00,2021-12-30T05:10:00,,,1,,,УЛАН-УДЭ,МОСКВА-П-КАЗ,"Incarnet 422",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,089-16785,127Ы,127Ы,,,,,635789,2021-12-26T09:08:00,2021-12-30T07:10:00,,,1,,,КРАСНОЯРСК,АДЛЕР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,084-16141,124В,124В,,,,,635738,2021-12-26T09:10:00,2021-12-29T05:34:00,,,1,,,БЕЛГОРОД,НОВОСИБ-ГЛАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,084-16208,008Н,008Н,,,,,635635,2021-12-26T09:25:00,2021-12-31T08:28:00,,,1,,,ОМСК-ПАС,ВЛАДИВОСТОК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,986М,986М,,,,,636181,2021-12-26T10:05:00,2021-12-28T08:00:00,,,1,,,МОСКВА-П-ЯР,ЛАБЫТНАНГИ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,000-00000,079Ч,079Ч,,,,,635720,2021-12-26T10:13:00,2021-12-27T14:17:00,,,1,,,СПБ-ГЛАВНЫЙ,КАЛИНИНГ-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,063-16020,213Й,213Й,,,,,635894,2021-12-26T10:16:00,2021-12-27T22:22:00,,,1,,,КИСЛОВОДСК,МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,028-16007,098Я,098Я,,,,,635876,2021-12-26T10:20:00,2021-12-27T15:41:00,,,1,,,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",СЫКТЫВКАР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,096-14355,351Э,351Э,,,,,635778,2021-12-26T10:20:00,2021-12-28T01:27:00,,,1,,,ВЛАДИВОСТОК,СОВГАВАНЬ-СОРТ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,097-16127,351Й,351Й,,,,,635777,2021-12-26T10:22:00,2021-12-28T02:08:00,,,1,,,СОВГАВАНЬ-СОРТ,ВЛАДИВОСТОК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
2,745198787,370041168,52,17,025-17159,011Е,011Е,27,19,0,192.168.218.87,635875,2021-12-26T10:26:00,2021-12-29T10:30:00,025-17159,500,806,011Е,"2021-12-29T10:30:00 500
","НОВ УРЕНГОЙ",МОСКВА-П-ЯР,"Incarnet 595",1,2021-12-28T13:44:51,011Е,1,SPECIAL,0,,0,5,6,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,1539,13,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,052-14366,364Э,364Э,,,,,635764,2021-12-26T10:42:00,2021-12-28T00:03:00,,,1,,,ТЫНДА,КОМСОМЛ-НА-АМУРЕ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,084-16281,140Н,140Н,,,,,635736,2021-12-26T10:44:00,2021-12-30T05:32:00,,,1,,,БАРНАУЛ,АДЛЕР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,089-16215,128Ы,128Ы,,,,,635790,2021-12-26T10:46:00,2021-12-30T09:55:00,,,1,,,АДЛЕР,КРАСНОЯРСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,084-16133,123Н,123Н,,,,,635739,2021-12-26T10:47:00,2021-12-29T09:25:00,,,1,,,НОВОСИБ-ГЛАВ,БЕЛГОРОД,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,063-17010,391У,391У,,,,,635780,2021-12-26T11:30:00,2021-12-28T05:00:00,,,1,,,ЧЕЛЯБИНСК-ГЛ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,096-17135,363Э,363Э,,,,,635765,2021-12-26T11:34:00,2021-12-28T00:46:00,,,1,,,КОМСОМЛ-НА-АМУРЕ,ТЫНДА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,019-16477,061М,061М,,,,,636110,2021-12-26T11:50:00,2022-01-01T13:58:00,,,1,,,ВЛАДИВОСТОК,МОСКВА-П-ЯР,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,084-16398,325Э,325Э,,,,,635912,2021-12-26T12:05:00,2021-12-27T23:52:00,,,1,,,НЕРЮНГРИ-ПАС,"ХАБАРОВСК I",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,171А,171А,,,,,636149,2021-12-26T12:11:00,2021-12-28T15:32:00,,,1,,,СПБ-ГЛАВНЫЙ,АДЛЕР,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,084-16091,111Н,111Н,,,,,636078,2021-12-26T12:20:00,2021-12-27T16:01:00,,,1,,,СЕВЕРОБАЙКАЛ,КРАСНОЯРСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-15959,392У,392У,,,,,635779,2021-12-26T12:25:00,2021-12-28T06:00:00,,,1,,,МОСКВА-П-КАЗ,ЧЕЛЯБИНСК-ГЛ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,097-16119,325Ж,325Ж,,,,,635913,2021-12-26T12:45:00,2021-12-28T01:18:00,,,1,,,"ХАБАРОВСК I",НЕРЮНГРИ-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,002-17307,376Я,376Я,,,,,635753,2021-12-26T13:05:00,2021-12-28T12:39:00,,,1,,,МОСКВА-П-ЯР,ВОРКУТА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,092-16011,082И,082И,,,,,635730,2021-12-26T13:10:00,2021-12-30T11:14:00,,,1,,,МОСКВА-П-КАЗ,УЛАН-УДЭ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,025-16029,131Г,131Г,,,,,635709,2021-12-26T13:28:00,2021-12-27T19:44:00,,,1,,,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",ИЖЕВСК,"Incarnet 000",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,001-16087,049А,049А,,,,,635690,2021-12-26T13:34:00,2021-12-28T09:46:00,,,1,,,СПБ-ГЛАВНЫЙ,КИСЛОВОДСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,063-14215,102Й,102Й,,,,,635878,2021-12-26T13:43:00,2021-12-28T23:05:00,,,1,,,"ПЕНЗА I","НИЖНЕВАРТ I",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,083-16978,140С,140С,,,,,635735,2021-12-26T13:44:00,2021-12-30T10:33:00,,,1,,,АДЛЕР,БАРНАУЛ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-16684,126С,126С,,,,,635773,2021-12-26T13:45:00,2021-12-27T19:40:00,,,1,,,НОВОРОССИЙСК,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,093-16845,087И,087И,,,,,635726,2021-12-26T13:46:00,2021-12-27T18:40:00,,,1,,,ИРКУТСК-ПАС,УСТЬ-ИЛИМСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,010-16252,049Ч,049Ч,,,,,635691,2021-12-26T13:49:00,2021-12-28T10:05:00,,,1,,,КИСЛОВОДСК,СПБ-ГЛАВНЫЙ,"Incarnet ",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,095-16352,070Ч,070Ч,61,1,0,192.168.221.33,635793,2021-12-26T13:50:00,2021-12-31T00:11:00,095-16352,383,5,030Ч,"2021-08-21T08:53:00 383
",МОСКВА-П-ЯР,"ЧИТА II","Incarnet 000",1,2021-12-26T13:51:11,070Ч,1,BRANDED,0,,0,1,8,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.9,0,0,0,0,0,1250,3,0,5.13.13-1.el7.elrepo.x86_64,1,,,,
,,,,,088-16654,067Ы,067Ы,,,,,635706,2021-12-26T14:00:00,2021-12-29T16:57:00,,,1,,,АБАКАН,МОСКВА-П-ЯР,"Incarnet 644",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,306С,306С,,,,,635719,2021-12-26T14:23:00,2021-12-28T04:30:00,,,1,,,СУХУМИ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,093-16365,071Ы,071Ы,,,,,635831,2021-12-26T14:29:00,2021-12-28T01:01:00,,,1,,,СЕВЕРОБАЙКАЛ,ИРКУТСК-ПАС,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
8,8369334775,8233658013,73,42,051-16017,102М,102М,50,241,0,192.168.218.155,635842,2021-12-26T14:40:00,2021-12-27T13:51:00,051-16017,400,816,102М,"2021-12-27T13:51:00 400
",МОСКВА-П-КАЗ,АДЛЕР,"Incarnet 675",1,2021-12-28T13:43:45,102М,1,SPECIAL,0,,0,5,17,0,2.4.1,2,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,76,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,095-16360,069Ч,069Ч,,,0,192.168.221.36,635794,2021-12-26T15:00:00,2021-12-31T04:56:00,,,1,,,"ЧИТА II",МОСКВА-П-ЯР,"Incarnet 000",1,2021-12-25T17:03:25,,,BRANDED,0,,0,1,8,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,2182,6,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,077-16046,073Е,073Е,,,,,635870,2021-12-26T15:06:00,2021-12-28T10:00:00,,,1,,,ТЮМЕНЬ,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,080-16941,132У,132У,,,,,635758,2021-12-26T15:08:00,2021-12-28T03:15:00,,,1,,,МОСКВА-П-КАЗ,ОРСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-14788,085С,085С,,,,,635915,2021-12-26T15:11:00,2021-12-28T07:00:00,,,1,,,МАХАЧКАЛА,МОСКВА-П-ПАВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,077-16186,119Е,119Е,,,,,636148,2021-12-26T15:16:00,2021-12-28T08:58:00,,,1,,,"НОВ УРЕНГОЙ","ПЕРМЬ II",,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
5,2339858101,172658090,35,15,024-16584,088С,088С,13,15,0,192.168.218.75,635885,2021-12-26T15:23:00,2021-12-28T07:16:00,024-16584,191,669,088С,"2021-12-28T07:16:00 191
",АДЛЕР,Н.НОВГОРОД-МОСК,"Incarnet 729",1,2021-12-28T13:43:55,088С,1,SPECIAL,0,,0,0,7,0,2.4.1,6,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,76,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,077-16038,074Е,074Е,,,,,635869,2021-12-26T15:30:00,2021-12-28T06:31:00,,,1,,,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)",ТЮМЕНЬ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
12,4914252610,1392013050,119,72,024-17384,133А,133А,73,91,0,192.168.216.33,635732,2021-12-26T15:31:00,2021-12-27T13:58:00,024-17384,639,794,133А,"2021-12-27T13:58:00 639
",СПБ-ГЛАВНЫЙ,КАЗАНЬ,"Incarnet 484",1,2021-12-28T13:44:09,133А,1,SPECIAL,0,,0,2,15,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,434,38,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,000-00000,015Т,015Т,,,,,635651,2021-12-26T15:32:00,2021-12-27T19:20:00,,,1,,,"АЛМАТЫ II",ПЕТРОПАВЛОВСК,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,081-16089,149У,149У,,,,,636035,2021-12-26T15:32:00,2021-12-28T08:40:00,,,1,,,ЧЕЛЯБИНСК-ГЛ,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)","Incarnet 515",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,024-19018,090Г,090Г,,,,,635845,2021-12-26T16:10:00,2021-12-28T08:20:00,,,1,,,Н.НОВГОРОД-МОСК,ВОРКУТА,"Incarnet 502",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
8,5183255827,1901941644,180,85,098-16406,001Э,001Э,76,87,0,192.168.217.105,635623,2021-12-26T16:18:00,2022-01-02T11:13:00,098-16406,14274,453,001Э,"2021-12-28T11:13:00 1500
2021-12-29T11:13:00 1789
2021-12-30T11:13:00 1931
2021-12-31T11:13:00 2428
2022-01-01T11:13:00 2407
2022-01-02T11:13:00 2645
2021-12-27T11:13:00 1574
",ВЛАДИВОСТОК,МОСКВА-П-ЯР,1745,1,2021-12-28T13:25:49,001Э,1,SPECIAL,0,,0,20,18,0,2.4.1,6,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,1001,50,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
11,19063679708,7076126976,128,62,084-17115,013Н,013Н,57,63,0,192.168.216.87,635705,2021-12-26T16:26:00,2021-12-29T10:00:00,084-17115,1004,1680,013Н,"2021-12-27T10:00:00 475
2021-12-29T10:00:00 529
",НОВОКУЗНЕЦК,"ДАЧА ДОЛГОР (ЛАДВОКЗАЛ)","Incarnet 676",1,2021-12-28T13:44:03,013Н,1,SPECIAL,0,,0,16,15,0,2.4.1,1,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,774,15,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,051-16249,482С,482С,,,,,635784,2021-12-26T16:30:00,2021-12-28T05:35:00,,,1,,,НОВОРОССИЙСК,МОСКВА-П-ПАВ,"Incarnet 602",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,052-17252,113А,113А,,,,,635746,2021-12-26T16:32:00,2021-12-28T20:59:00,,,1,,,СПБ-ГЛАВНЫЙ,АДЛЕР,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,275980,0,20,,021-16978,041М,041М,9,0,0,192.168.219.122,635852,2021-12-26T16:35:00,2021-12-28T09:27:00,021-16978,741,584,041М,"2021-12-27T09:27:00 415
2021-12-28T09:27:00 326
",ВОРКУТА,МОСКВА-П-ЯР,"Incarnet 000",1,2021-12-28T13:44:55,041М,1,SPECIAL,0,,0,0,12,0,2.4.1,7,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,73,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,052-17229,373С,373С,,,,,635865,2021-12-26T16:35:00,2021-12-29T09:20:00,,,1,,,МАХАЧКАЛА,ТЮМЕНЬ,"Incarnet ",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
3,536121445,282917898,100,32,024-17178,016Х,016Х,77,47,0,192.168.218.54,635648,2021-12-26T16:38:00,2021-12-28T08:08:00,024-17178,757,527,016Х,"2021-12-28T08:08:00 757
",МОСКВА-П-КАЗ,ЧЕЛЯБИНСК-ГЛ,"Incarnet 548",1,2021-12-28T08:22:55,016Х,1,SPECIAL,0,,0,17,15,0,2.4.1,4,1,1,1,1,1,set,1.4.10,1.4.10,0,0,0,0,0,75,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
2,3571158884,3365759673,49,15,084-16893,125Н,125Н,20,17,0,192.168.218.111,635893,2021-12-26T16:47:00,2021-12-28T16:39:00,084-16893,445,1606,125Н,"2021-12-28T16:39:00 445
",НОВОСИБ-ГЛАВ,"НОВ УРЕНГОЙ","Incarnet 582",1,2021-12-28T13:43:11,125Н,1,SPECIAL,0,,0,13,9,0,2.4.1,,1,1,1,1,1,vniias40,1.4.10,1.4.10,0,0,0,0,0,97,14,0,5.15.11-1.el7.elrepo.x86_64,1,,,,
,,,,,088-16720,256Ы,256Ы,,,,,636142,2021-12-26T16:50:00,2021-12-29T03:43:00,,,1,,,МОСКВА-П-ЯР,КРАСНОЯРСК,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,018-15638,109В,109В,,,,,635791,2021-12-26T16:52:00,2021-12-28T07:55:00,,,1,,,МОСКВА-П-КИЕВ,АНАПА,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,019-16741,109С,109С,,,,,635792,2021-12-26T17:10:00,2021-12-28T08:50:00,,,1,,,АНАПА,МОСКВА-П-КИЕВ,,,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,028С,028С,,,,,636066,2021-12-26T17:10:00,2021-12-27T21:05:00,,,1,,,СИМФЕРОПОЛЬ,МОСКВА-П-КАЗ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,061-16628,015Ж,015Ж,,,,,635673,2021-12-26T17:13:00,2021-12-27T14:00:00,,,1,,,"ВОЛГОГРАД I",МОСКВА-П-ПАВ,"Incarnet 415",,,,,BRANDED,,,,,,,,,,,,,,vniias40,,,,,,,,,,,,,,,,
,,,,,000-00000,008С,008С,,,,,635634,2021-12-26T17:15:00,2021-12-28T08:00:00,,,1,,,СЕВАСТОПОЛЬ,СПБ-ГЛАВНЫЙ,,,,,,BRANDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
